# IMMUTABLE ARTIFACT. Do not edit, do not regenerate in place. Supersede with a
# new dated file if a later data vintage is ever needed.
# Purpose: pin the derived return series behind the DSR figures quoted in
#   findings/dsr_convention_2026_08.md and RESULTS.md, so those numbers are
#   reproducible from committed history alone (data/ is gitignored).
# Frozen config: PRODUCTION_CONFIG, SHA-256 ac8919618ca6d5c6515ad9c26437f3fe28f1b4af3d4f37aeefcf989d0bce8753
#   TSMOM lookbacks (28, 60); SMA(200) regime gate on basket close;
#   equal-weight 7-major basket BTC/ETH/BNB/SOL/ADA/XRP/DOGE, monthly ('MS')
#   rebalance + on-N_active-change; fee_rate 0.0010; slippage_rate 0.0005;
#   annualization_factor 365; signal_shift_bars 1; warmup_days 200.
# Data vintage: local data/binance_<ASSET>_USDT_1d.parquet snapshot as of
#   2026-08-26. Per-asset first/last bar in that snapshot:
#     BTC 2018-01-01..2026-05-27  ETH 2018-01-01..2026-05-28
#     BNB 2018-01-01..2026-05-28  SOL 2020-08-11..2026-05-28
#     ADA 2018-04-17..2026-05-28  XRP 2018-05-04..2026-05-28
#     DOGE 2019-07-05..2026-05-28
#   The panel is trimmed to the common last bar 2026-05-27 before the index is
#   built (the BTC parquet ends one bar earlier; the index builder refuses a
#   hole rather than shrinking the basket silently).
# Generated: 2026-08-26 on branch docs/honest-dsr-survivorship, parent commit
#   f6d1385.
# Read with: pandas.read_csv(path, comment="#", index_col=0, parse_dates=True)
# Series: VENUE-VERIFIED REPLAY WINDOW net daily returns — the already-selected
#   frozen config re-run over a historical window, NOT selection-OOS and NOT
#   forward data. Full backtest 2018-01-01..2026-05-27 gives annualized Sharpe
#   +1.3770; this file is the 2022-01-21..2026-05-27 slice, the window over
#   which findings/validation_multiexchange.md could check Binance against
#   independently sourced Bybit prices.
# Rows: 1588 daily bars, 2022-01-21 .. 2026-05-27
# Annualized Sharpe over the replay window (net of cost): +0.7217
# DSR at N=500, sharpe_std_dev = 1/sqrt(1588) ~= 0.0251  (minimal)      = 0.0614
# DSR at N=500, sharpe_std_dev = 0.7/sqrt(365)  ~= 0.0366  (conservative) = 0.0016
date,net_return
2022-08-26,-0.0
2022-08-27,-0.0
2022-08-28,-0.0
2022-08-29,0.0
2022-08-30,-0.0
2022-08-31,0.0
2022-09-01,0.0
2022-09-02,-0.0
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,-0.0
2022-09-06,-0.0
2022-09-07,0.0
2022-09-08,0.0
2022-09-09,0.0
2022-09-10,0.0
2022-09-11,-0.0
2022-09-12,0.0
2022-09-13,-0.0
2022-09-14,0.0
2022-09-15,-0.0
2022-09-16,0.0
2022-09-17,0.0
2022-09-18,-0.0
2022-09-19,0.0
2022-09-20,-0.0
2022-09-21,-0.0
2022-09-22,0.0
2022-09-23,0.0
2022-09-24,-0.0
2022-09-25,-0.0
2022-09-26,0.0
2022-09-27,-0.0
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,-0.0
2022-10-01,-0.0
2022-10-02,-0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,-0.0
2022-10-06,-0.0
2022-10-07,-0.0
2022-10-08,-0.0
2022-10-09,0.0
2022-10-10,-0.0
2022-10-11,-0.0
2022-10-12,0.0
2022-10-13,-0.0
2022-10-14,-0.0
2022-10-15,-0.0
2022-10-16,0.0
2022-10-17,0.0
2022-10-18,-0.0
2022-10-19,-0.0
2022-10-20,-0.0
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,-0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,-0.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,-0.016104117445147892
2022-10-31,0.02103891817773329
2022-11-01,0.026616510782708547
2022-11-02,-0.039939636217361185
2022-11-03,0.003921478516259347
2022-11-04,0.07429869840912762
2022-11-05,0.006731961842546541
2022-11-06,-0.05489803883435351
2022-11-07,-0.020953356539923473
2022-11-08,-0.11969000856155998
2022-11-09,-0.0015
2022-11-10,0.0
2022-11-11,-0.0
2022-11-12,-0.0
2022-11-13,-0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,-0.0
2022-11-17,-0.0
2022-11-18,0.0
2022-11-19,-0.0
2022-11-20,-0.0
2022-11-21,-0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,-0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,-0.0
2022-12-02,0.0
2022-12-03,-0.0
2022-12-04,0.0
2022-12-05,-0.0
2022-12-06,0.0
2022-12-07,-0.0
2022-12-08,0.0
2022-12-09,-0.0
2022-12-10,0.0
2022-12-11,-0.0
2022-12-12,-0.0
2022-12-13,0.0
2022-12-14,-0.0
2022-12-15,-0.0
2022-12-16,-0.0
2022-12-17,0.0
2022-12-18,-0.0
2022-12-19,-0.0
2022-12-20,0.0
2022-12-21,-0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,-0.0
2022-12-25,-0.0
2022-12-26,0.0
2022-12-27,-0.0
2022-12-28,-0.0
2022-12-29,-0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,-0.0
2023-01-06,0.0
2023-01-07,-0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.09467392756696374
2023-01-15,-0.020518015968256753
2023-01-16,0.006382166696791813
2023-01-17,-0.011162350486400796
2023-01-18,-0.04841888506494563
2023-01-19,0.028133769831579558
2023-01-20,0.09115469321596725
2023-01-21,-0.01664204157905924
2023-01-22,0.004786228089892708
2023-01-23,0.00952029458634196
2023-01-24,-0.04095246919330209
2023-01-25,0.03959956119254948
2023-01-26,-0.0039004570711428377
2023-01-27,0.008570283602809647
2023-01-28,-0.010955395470203078
2023-01-29,0.04539539304335527
2023-01-30,-0.051503524450604576
2023-01-31,0.026068355082572436
2023-02-01,0.02174072706787622
2023-02-02,-0.0076621739243286635
2023-02-03,0.013223667397899597
2023-02-04,-0.0009901944038314126
2023-02-05,-0.023962403138065747
2023-02-06,-0.018454537504680513
2023-02-07,0.0341638101803321
2023-02-08,-0.016505060602830746
2023-02-09,-0.07348755206017232
2023-02-10,-0.009389650906722946
2023-02-11,0.017858268003996702
2023-02-12,-0.0020253951263576033
2023-02-13,-0.009097014626392175
2023-02-14,0.016802629667235225
2023-02-15,0.07612444631712403
2023-02-16,-0.04727293249306064
2023-02-17,0.0358098273968559
2023-02-18,0.006041239754679628
2023-02-19,-0.005485230584418299
2023-02-20,0.023463143813958975
2023-02-21,-0.025635854338823316
2023-02-22,-0.00758777305733449
2023-02-23,-0.011035409251214157
2023-02-24,-0.016439454615089305
2023-02-25,-0.0037911829764293303
2023-02-26,0.010295649814997532
2023-02-27,-0.004636474470961771
2023-02-28,-0.008956937774774909
2023-03-01,0.010555133060348387
2023-03-02,-0.007833864478789199
2023-03-03,-0.015679955116254973
2023-03-04,-0.005953356846670255
2023-03-05,-0.001217843477611058
2023-03-06,-0.002171959575313298
2023-03-07,-0.0003129606061822998
2023-03-08,-0.013523851643296392
2023-03-09,-0.025617706674005647
2023-03-10,-0.00075
2023-03-11,-0.0
2023-03-12,0.0
2023-03-13,0.02147028357186434
2023-03-14,0.011337653300349554
2023-03-15,-0.020656682487434325
2023-03-16,-0.00075
2023-03-17,0.0
2023-03-18,-0.012869354157149487
2023-03-19,0.012615969025061569
2023-03-20,-0.01019657979815769
2023-03-21,0.03542912540953769
2023-03-22,-0.04793867570329699
2023-03-23,0.019148892203980555
2023-03-24,-0.03801024067912814
2023-03-25,-0.000683591310213088
2023-03-26,0.015017261670870613
2023-03-27,-0.01931598733906481
2023-03-28,0.015918445261074138
2023-03-29,0.02880368874466946
2023-03-30,-0.011344949411605798
2023-03-31,0.023148860374270663
2023-04-01,-0.00584489835358204
2023-04-02,-0.014073734033981045
2023-04-03,0.022522256626585913
2023-04-04,0.011672949888260176
2023-04-05,0.002320389413218882
2023-04-06,-0.022977466586689532
2023-04-07,-0.006060381372844148
2023-04-08,-0.0067447597051576436
2023-04-09,0.010418613994972459
2023-04-10,0.02637015207473814
2023-04-11,0.016917112388867395
2023-04-12,0.001799936486849063
2023-04-13,0.03126004542004268
2023-04-14,0.019700253662227274
2023-04-15,0.0003015472111276285
2023-04-16,0.01872281363148076
2023-04-17,-0.021473017608321987
2023-04-18,0.02229624585680967
2023-04-19,-0.0695530880439662
2023-04-20,-0.023322851206565964
2023-04-21,-0.040291320808627185
2023-04-22,0.01356089308135236
2023-04-23,-0.012857232811625624
2023-04-24,-0.005376201880963882
2023-04-25,0.021360962268604844
2023-04-26,-0.009014150939739674
2023-04-27,0.023246956722215772
2023-04-28,0.003328955703362224
2023-04-29,-7.394250467640529e-05
2023-04-30,-0.0069381414884628345
2023-05-01,-0.023973881473021708
2023-05-02,0.002508025354319738
2023-05-03,0.004193545742486093
2023-05-04,-0.006291404459071059
2023-05-05,0.014166686378795479
2023-05-06,-0.033300079042058534
2023-05-07,-0.010386582662382349
2023-05-08,-0.017651001680033113
2023-05-09,-5.190723520431817e-05
2023-05-10,0.0024847505139163895
2023-05-11,-0.012122175997011375
2023-05-12,0.006980943899148495
2023-05-13,-0.0031155594030886635
2023-05-14,0.0029538756343340244
2023-05-15,0.0013186515636761653
2023-05-16,0.001944266608432943
2023-05-17,0.00723870915128888
2023-05-18,-0.006256962989095172
2023-05-19,0.001303992633986839
2023-05-20,0.0008919010715591202
2023-05-21,-0.00075
2023-05-22,0.0
2023-05-23,0.0
2023-05-24,-0.015027400478124425
2023-05-25,-0.00075
2023-05-26,0.0
2023-05-27,0.006400768463468293
2023-05-28,-0.00075
2023-05-29,-0.0
2023-05-30,0.0
2023-05-31,-0.0
2023-06-01,-0.0
2023-06-02,0.0
2023-06-03,-0.0
2023-06-04,0.0
2023-06-05,-0.034421700979885034
2023-06-06,-0.00075
2023-06-07,-0.027204181896743146
2023-06-08,-0.00075
2023-06-09,-0.0
2023-06-10,-0.0
2023-06-11,0.0
2023-06-12,-0.0
2023-06-13,0.0
2023-06-14,-0.0
2023-06-15,0.0
2023-06-16,0.0
2023-06-17,0.0
2023-06-18,-0.0
2023-06-19,0.0
2023-06-20,0.0
2023-06-21,0.0
2023-06-22,-0.0
2023-06-23,0.0
2023-06-24,-0.0
2023-06-25,0.0
2023-06-26,-0.0
2023-06-27,0.0
2023-06-28,-0.0
2023-06-29,0.0
2023-06-30,0.0
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,0.0
2023-07-04,-0.0
2023-07-05,-0.0
2023-07-06,-0.0
2023-07-07,0.0
2023-07-08,0.0
2023-07-09,-0.005902980213195991
2023-07-10,-0.00075
2023-07-11,0.00410324216256866
2023-07-12,-0.0043958300760892355
2023-07-13,0.09982539257867384
2023-07-14,-0.048258276627432956
2023-07-15,0.010923718602881216
2023-07-16,-0.006237672412003348
2023-07-17,-0.007370316759660933
2023-07-18,-0.004814528866832757
2023-07-19,0.02428737606405673
2023-07-20,-0.013620135966189051
2023-07-21,-0.001066924715969142
2023-07-22,-0.025957344851580078
2023-07-23,0.012000147430007546
2023-07-24,-0.027722458990962595
2023-07-25,0.014996553403635371
2023-07-26,0.011108538289942738
2023-07-27,-0.0017206588743182705
2023-07-28,-0.0003717493646346881
2023-07-29,0.010186027642465012
2023-07-30,-0.01249648119502944
2023-07-31,-0.010741343956683469
2023-08-01,0.013068682687854327
2023-08-02,-0.031117524889644255
2023-08-03,-0.012281261007456634
2023-08-04,-0.003211548850828443
2023-08-05,0.0025137412981437743
2023-08-06,-0.0014866658524314014
2023-08-07,-0.00275019137246979
2023-08-08,0.023447199387095274
2023-08-09,0.00214205143967261
2023-08-10,-0.004242567795204599
2023-08-11,-0.0025252927201868383
2023-08-12,0.0012566488177900847
2023-08-13,-0.005384723187045193
2023-08-14,0.004614582804075673
2023-08-15,-0.014329414562590015
2023-08-16,-0.01464968761410329
2023-08-17,-0.00075
2023-08-18,0.0
2023-08-19,0.0
2023-08-20,0.0
2023-08-21,-0.0
2023-08-22,-0.0
2023-08-23,0.0
2023-08-24,-0.0
2023-08-25,-0.0
2023-08-26,-0.0
2023-08-27,0.0
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,-0.0
2023-08-31,-0.0
2023-09-01,-0.0
2023-09-02,0.0
2023-09-03,0.0
2023-09-04,0.0
2023-09-05,0.0
2023-09-06,-0.0
2023-09-07,0.0
2023-09-08,-0.0
2023-09-09,-0.0
2023-09-10,-0.0
2023-09-11,-0.0
2023-09-12,0.0
2023-09-13,0.0
2023-09-14,0.0
2023-09-15,0.0
2023-09-16,-0.0
2023-09-17,-0.0
2023-09-18,0.0
2023-09-19,0.0
2023-09-20,-0.0
2023-09-21,-0.0
2023-09-22,0.0
2023-09-23,-0.0
2023-09-24,-0.0
2023-09-25,0.0
2023-09-26,-0.0
2023-09-27,0.0
2023-09-28,0.0
2023-09-29,0.0
2023-09-30,0.0
2023-10-01,0.0
2023-10-02,-0.0
2023-10-03,0.0
2023-10-04,-0.0
2023-10-05,-0.0
2023-10-06,0.0
2023-10-07,-0.0
2023-10-08,-0.0
2023-10-09,-0.0
2023-10-10,-0.0
2023-10-11,-0.0
2023-10-12,-0.0
2023-10-13,0.0
2023-10-14,0.0
2023-10-15,0.0
2023-10-16,0.0
2023-10-17,-0.0
2023-10-18,-0.0
2023-10-19,0.0
2023-10-20,0.0
2023-10-21,0.0
2023-10-22,0.0
2023-10-23,0.0
2023-10-24,-0.0069321406273768465
2023-10-25,0.016735734362228305
2023-10-26,0.011769366698134442
2023-10-27,-0.017534994779723645
2023-10-28,0.0047167374085947955
2023-10-29,0.01634324043206714
2023-10-30,0.021780579873555528
2023-10-31,0.01577149240409259
2023-11-01,0.03012567783289133
2023-11-02,-0.001680848615266517
2023-11-03,0.0026016642798774026
2023-11-04,0.019840420628643107
2023-11-05,0.023513533160296696
2023-11-06,0.042608200439802735
2023-11-07,-0.01936737558019952
2023-11-08,0.009051971658160518
2023-11-09,0.02733988596439163
2023-11-10,0.04375312842259027
2023-11-11,0.0026220877788600827
2023-11-12,-0.004823929651598169
2023-11-13,-0.03402311632067023
2023-11-14,-0.0035857324331947105
2023-11-15,0.06703833255636771
2023-11-16,-0.044999670668023684
2023-11-17,0.016504648111905773
2023-11-18,-0.007457387073190325
2023-11-19,0.020941691826654063
2023-11-20,-0.01804835586565512
2023-11-21,-0.0692987317798206
2023-11-22,0.06656346214855757
2023-11-23,0.0007205872223616794
2023-11-24,0.0064408936036555176
2023-11-25,0.01218747314071611
2023-11-26,-0.01239526173253469
2023-11-27,-0.01920481648139416
2023-11-28,0.0229563845295937
2023-11-29,-0.0016954814795014927
2023-11-30,0.0037037524475269645
2023-12-01,0.012891167089912114
2023-12-02,0.028595161076125253
2023-12-03,0.0003620421473997659
2023-12-04,0.025643631245385823
2023-12-05,0.0176515073661081
2023-12-06,0.006843792053349063
2023-12-07,0.027584871257779087
2023-12-08,0.06709440842131076
2023-12-09,-0.005134590501089109
2023-12-10,0.017759367599829323
2023-12-11,-0.05379473547280322
2023-12-12,0.009196806922535217
2023-12-13,0.04506505613984535
2023-12-14,0.010364432208945118
2023-12-15,-0.04293194581098847
2023-12-16,0.013152891173543235
2023-12-17,-0.030251202191070692
2023-12-18,0.020898366417465564
2023-12-19,-0.013220902345208563
2023-12-20,0.03789123526290772
2023-12-21,0.052951849480006086
2023-12-22,0.00855055645610081
2023-12-23,0.011375649959639134
2023-12-24,-0.008865560864145805
2023-12-25,0.038550786948605476
2023-12-26,-0.018335775516417963
2023-12-27,0.02521937004000363
2023-12-28,-0.02140566194775384
2023-12-29,-0.005272010818833661
2023-12-30,-0.010234109817623294
2023-12-31,-0.006647233115354645
2024-01-01,0.03971150253087585
2024-01-02,-0.008687531057539388
2024-01-03,-0.05993526186052134
2024-01-04,0.028673806089896114
2024-01-05,-0.021214364368523086
2024-01-06,-0.025740038128762688
2024-01-07,-0.025243168476510647
2024-01-08,0.02693463119970721
2024-01-09,-0.014982978940878938
2024-01-10,0.051627599896146625
2024-01-11,0.005764901019308377
2024-01-12,-0.055909121579197585
2024-01-13,0.014848031833149644
2024-01-14,-0.021722889731114248
2024-01-15,0.017264438632742518
2024-01-16,0.01287203399029635
2024-01-17,-0.006280590712036016
2024-01-18,-0.032062793026152
2024-01-19,9.858824701217193e-05
2024-01-20,0.009916710124774242
2024-01-21,-0.005955168403211697
2024-01-22,-0.02606012378827971
2024-01-23,-0.006831703914258747
2024-01-24,0.00253217078428436
2024-01-25,-0.005328600717834919
2024-01-26,0.01867825930537148
2024-01-27,0.003056521791920508
2024-01-28,-0.0007873020281441434
2024-01-29,0.018133566934386725
2024-01-30,-0.006683788103279853
2024-01-31,-0.011346649723779023
2024-02-01,0.004298795771081276
2024-02-02,0.004189886624005212
2024-02-03,-0.002650017784402825
2024-02-04,-0.006745603408375878
2024-02-05,0.0005784313259541429
2024-02-06,0.004538542647696708
2024-02-07,-0.00075
2024-02-08,0.008309959007746587
2024-02-09,0.013372404353347855
2024-02-10,0.006364442407527787
2024-02-11,-0.00340930920336191
2024-02-12,0.030450512309994515
2024-02-13,-0.009301594763786891
2024-02-14,0.042869625791124966
2024-02-15,0.02041529819206689
2024-02-16,-0.0028100695779202933
2024-02-17,-0.01161832959737863
2024-02-18,0.016258741342253025
2024-02-19,0.012853700684847924
2024-02-20,-0.005006613606256649
2024-02-21,-0.008766444531294604
2024-02-22,-0.009945692637428616
2024-02-23,-0.011341020223418763
2024-02-24,0.022904197025207296
2024-02-25,0.00694966429961319
2024-02-26,0.03773433555536099
2024-02-27,0.02741818965644094
2024-02-28,0.06609947491962664
2024-02-29,0.006560987757543879
2024-03-01,0.06031542766050446
2024-03-02,0.017726916104686907
2024-03-03,0.011572584381519535
2024-03-04,0.06299736268135447
2024-03-05,-0.08156785426153967
2024-03-06,0.05290656987364195
2024-03-07,0.036774852791786605
2024-03-08,0.00918277695373848
2024-03-09,0.017941731800025007
2024-03-10,-0.001809200893743701
2024-03-11,0.06138519404496656
2024-03-12,-0.02123164906719166
2024-03-13,0.04769550423712898
2024-03-14,-0.0027648808665012847
2024-03-15,-0.015252871033149762
2024-03-16,-0.06909688948611359
2024-03-17,0.0470187899343939
2024-03-18,-0.024078440675493917
2024-03-19,-0.10297335330021207
2024-03-20,0.10769956238119094
2024-03-21,-0.010655208716214726
2024-03-22,-0.02479298419360798
2024-03-23,0.008022109659248988
2024-03-24,0.04880335164727101
2024-03-25,0.023086965370963775
2024-03-26,0.005208743493616108
2024-03-27,-0.009422631692748817
2024-03-28,0.03914852831899518
2024-03-29,0.004381935911969004
2024-03-30,-0.01862680357245583
2024-03-31,0.037617966776115175
2024-04-01,-0.04581394903625091
2024-04-02,-0.06277636254523067
2024-04-03,-0.0030448535310940716
2024-04-04,0.02357782467486369
2024-04-05,-0.017071837269063472
2024-04-06,0.0193657218787866
2024-04-07,0.01683325061886376
2024-04-08,0.02965737907489885
2024-04-09,-0.03494183605055068
2024-04-10,0.009322782328049534
2024-04-11,-0.005681649785107046
2024-04-12,-0.04125741926405779
2024-04-13,-0.04551976037460076
2024-04-14,0.02452962096540512
2024-04-15,-0.01346572957519343
2024-04-16,-0.005985754586998959
2024-04-17,-0.013884602085556308
2024-04-18,0.017516101587782273
2024-04-19,0.003940553762270316
2024-04-20,0.021844237951308743
2024-04-21,-0.0033351106218749704
2024-04-22,0.018309803695900517
2024-04-23,-0.004898397019562295
2024-04-24,-0.015661239751631695
2024-04-25,-0.0009146288700006555
2024-04-26,-0.008311834520266514
2024-04-27,0.002646184309635924
2024-04-28,-0.003557188806618483
2024-04-29,-0.002537797436311384
2024-04-30,-0.024249076062076103
2024-05-01,-0.00075
2024-05-02,0.0
2024-05-03,0.0
2024-05-04,0.0
2024-05-05,-2.092209926471346e-05
2024-05-06,-0.00075
2024-05-07,-0.0
2024-05-08,-0.0
2024-05-09,0.0
2024-05-10,-0.0
2024-05-11,-0.0
2024-05-12,-0.0023391914982121833
2024-05-13,-0.00075
2024-05-14,-0.0
2024-05-15,0.0
2024-05-16,-0.006949502554635695
2024-05-17,0.019129835173357868
2024-05-18,0.00032744255191863303
2024-05-19,-0.019144623508373176
2024-05-20,0.046226969546293045
2024-05-21,0.00017830154750722647
2024-05-22,-0.014925718722468617
2024-05-23,-0.01515091293274895
2024-05-24,-0.003004691294992339
2024-05-25,0.0075720113406135825
2024-05-26,-0.007520625072760412
2024-05-27,0.00937353319945844
2024-05-28,-0.006995760355435809
2024-05-29,-0.005209692402712074
